EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1075,46,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3,Female,4,2,Manager,4,Divorced,20000,13093,2,No,14,3,3,0,12,2,3,11,4,2,3
1076,31,No,Travel_Rarely,Research & Development,23,3,Technical Degree,4,Male,3,1,Manager,4,Divorced,15563,25661,4,No,13,3,2,1,15,5,3,14,1,0,0
1077,35,No,Non-Travel,Research & Development,1,1,Medical,3,Female,2,5,Manufacturing Director,1,Married,18607,5752,0,No,18,4,3,1,7,2,3,0,0,0,0
1078,45,Yes,Travel_Rarely,Sales,5,5,Medical,3,Female,2,2,Sales Representative,4,Single,3500,17939,2,No,19,3,3,0,13,2,2,8,5,0,2
1079,34,No,Travel_Rarely,Research & Development,26,5,Medical,4,Male,2,4,Manager,1,Married,17671,12509,1,Yes,11,3,3,1,8,1,3,1,1,1,1
1080,43,Yes,Travel_Rarely,Sales,20,5,Marketing,3,Female,2,2,Sales Executive,1,Married,6182,14703,1,No,16,3,2,1,11,1,4,3,3,3,3
1081,36,No,Travel_Rarely,Research & Development,10,5,Life Sciences,4,Male,3,3,Healthcare Representative,1,Divorced,8822,24058,3,Yes,13,3,4,1,13,1,3,5,5,0,1
1082,54,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,4,Male,3,1,Manufacturing Director,4,Divorced,11517,12469,0,No,11,3,2,1,8,3,3,3,0,0,3
1083,51,No,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,3,2,Sales Executive,4,Married,7415,16857,2,Yes,15,3,2,2,12,2,3,5,1,3,0
1084,25,No,Travel_Rarely,Sales,4,4,Life Sciences,3,Female,3,1,Manager,2,Married,17732,18242,1,No,12,4,3,1,40,3,3,39,1,2,4
1085,41,No,Non-Travel,Sales,1,3,Marketing,2,Male,4,5,Manager,2,Single,20000,8007,3,No,11,3,3,0,8,1,3,1,1,1,0
1086,29,No,Travel_Rarely,Sales,13,2,Life Sciences,3,Female,3,1,Sales Representative,2,Single,4972,12307,1,No,12,3,3,0,9,3,1,7,1,1,7
1087,38,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Healthcare Representative,3,Single,6586,23504,3,Yes,11,3,4,0,3,3,4,3,3,0,0
1088,37,Yes,Travel_Rarely,Research & Development,9,5,Life Sciences,4,Male,2,4,Laboratory Technician,3,Single,3816,25532,3,Yes,13,3,3,0,6,0,2,0,0,0,0
1089,27,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,2,Laboratory Technician,2,Married,5146,12655,7,No,11,3,3,3,1,2,4,1,0,1,1
1090,46,No,Travel_Rarely,Research & Development,5,4,Medical,3,Female,3,2,Research Scientist,4,Married,7583,19258,5,No,13,3,4,0,20,1,2,20,1,0,1
1091,38,Yes,Travel_Rarely,Sales,7,1,Life Sciences,2,Male,2,3,Sales Executive,2,Married,7940,2264,1,No,12,3,1,2,14,3,3,14,1,2,0
1092,34,No,Travel_Rarely,Research & Development,14,3,Life Sciences,3,Male,4,1,Healthcare Representative,4,Married,8575,7113,0,No,16,3,3,0,19,3,2,16,2,1,3
1093,33,No,Travel_Frequently,Research & Development,2,3,Human Resources,2,Female,1,1,Laboratory Technician,4,Married,7679,22702,3,Yes,16,3,4,0,36,4,1,33,1,1,2
1094,38,No,Travel_Frequently,Research & Development,4,1,Medical,3,Female,3,4,Research Scientist,3,Married,4027,21205,3,No,15,3,1,3,10,1,3,1,0,0,0
1095,40,Yes,Non-Travel,Research & Development,1,1,Technical Degree,1,Male,3,2,Manufacturing Director,4,Single,19296,15823,0,Yes,14,3,3,0,8,2,3,3,3,3,1
1096,35,No,Non-Travel,Research & Development,1,2,Human Resources,3,Female,2,2,Healthcare Representative,4,Divorced,6990,4202,1,Yes,14,3,4,1,16,1,3,7,7,1,6
1097,18,No,Travel_Rarely,Research & Development,8,4,Other,2,Male,3,3,Laboratory Technician,2,Single,3052,17570,2,No,12,4,3,2,6,2,3,4,1,2,4
1098,37,No,Travel_Rarely,Research & Development,1,1,Human Resources,4,Male,3,1,Manager,3,Divorced,20000,11944,5,No,12,3,3,2,12,2,2,3,1,1,3
1099,24,No,Travel_Rarely,Sales,1,2,Life Sciences,4,Female,3,3,Manager,4,Single,17326,12081,5,Yes,17,2,4,2,8,0,4,3,0,0,3
1100,35,No,Non-Travel,Sales,20,1,Other,3,Female,3,2,Manager,2,Married,13864,8710,1,Yes,11,3,2,2,12,3,3,6,4,0,1
1101,24,No,Non-Travel,Sales,6,4,Technical Degree,1,Male,3,4,Manager,1,Single,20000,4879,1,No,14,3,1,1,5,2,3,5,5,3,0
1102,24,Yes,Non-Travel,Research & Development,1,3,Technical Degree,3,Male,3,2,Research Scientist,3,Single,7120,2490,0,Yes,14,3,4,0,6,4,3,1,0,0,1
1103,48,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,1,Sales Representative,4,Married,4630,10125,2,No,16,3,4,1,13,2,3,4,0,3,4
1104,34,No,Travel_Frequently,Research & Development,1,3,Other,3,Male,2,3,Manager,4,Married,20000,21482,4,No,11,3,3,3,5,4,3,5,5,1,5
1105,33,Yes,Non-Travel,Human Resources,5,2,Marketing,4,Male,1,2,Manager,4,Single,20000,14055,4,Yes,15,3,3,1,11,6,2,5,3,1,2
1106,41,Yes,Travel_Rarely,Sales,9,4,Marketing,3,Male,4,2,Sales Representative,3,Married,2205,9858,2,No,16,3,4,0,10,4,3,1,0,1,0
1107,33,Yes,Non-Travel,Research & Development,9,4,Life Sciences,4,Female,3,3,Research Scientist,1,Single,5920,10940,0,No,11,3,4,1,13,3,3,9,3,1,0
1108,55,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Male,1,3,Healthcare Representative,3,Married,8129,9738,1,No,11,3,2,1,9,4,3,0,0,0,0
1109,34,No,Travel_Frequently,Sales,9,3,Other,4,Male,1,2,Sales Executive,4,Divorced,6258,12162,6,No,14,3,1,0,6,3,3,3,1,1,3
1110,40,No,Travel_Rarely,Sales,4,2,Medical,4,Male,3,1,Sales Representative,1,Divorced,4543,26937,1,Yes,16,3,3,1,10,1,3,10,5,3,0
1111,45,Yes,Travel_Rarely,Sales,5,2,Life Sciences,3,Male,1,3,Manager,2,Married,20000,16505,1,No,15,3,4,1,13,3,1,5,5,3,5
1112,51,No,Travel_Rarely,Sales,14,4,Technical Degree,3,Male,3,1,Manager,1,Single,17064,3186,3,No,16,4,4,1,8,3,3,2,2,1,1
1113,30,No,Travel_Rarely,Human Resources,3,3,Life Sciences,3,Male,2,4,Human Resources,3,Single,6494,11754,3,No,11,3,4,0,9,6,3,8,8,1,8
1114,33,No,Travel_Rarely,Research & Development,1,2,Medical,2,Male,1,1,Manager,4,Divorced,19243,11607,5,No,11,3,4,0,8,2,2,5,2,0,5
1115,48,No,Travel_Rarely,Research & Development,18,3,Life Sciences,4,Female,3,3,Healthcare Representative,4,Single,7530,19975,1,No,15,3,3,1,14,2,2,11,5,0,5
1116,44,No,Travel_Frequently,Research & Development,2,5,Life Sciences,3,Male,4,2,Research Scientist,4,Divorced,8390,9421,2,No,11,3,3,1,16,3,2,9,2,0,3
1117,46,No,Non-Travel,Research & Development,3,4,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,4431,7087,2,No,12,4,4,0,7,5,4,6,6,6,3
1118,24,Yes,Travel_Rarely,Sales,11,4,Life Sciences,2,Female,3,2,Sales Executive,4,Divorced,5456,5173,6,No,17,3,4,0,8,1,3,4,4,0,4
1119,50,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,1,1,Laboratory Technician,4,Married,3986,11794,4,No,15,3,3,0,10,2,2,1,0,0,1
1120,30,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Laboratory Technician,2,Married,4929,11107,4,Yes,13,3,2,1,9,2,1,2,2,0,2
1121,38,No,Travel_Rarely,Research & Development,1,3,Human Resources,3,Male,2,1,Research Scientist,4,Married,6907,14261,1,No,12,3,4,3,8,1,3,3,3,0,3
1122,35,No,Travel_Frequently,Research & Development,3,1,Medical,4,Male,3,4,Manager,2,Divorced,20000,4229,4,No,16,3,3,1,9,0,3,6,6,3,5
1123,29,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Female,4,1,Sales Representative,4,Divorced,4299,19642,2,Yes,15,3,3,2,9,2,3,5,0,0,5
1124,24,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Female,3,5,Sales Executive,4,Married,5620,21050,0,No,11,3,3,1,3,4,4,2,2,0,2
1125,21,No,Travel_Rarely,Sales,3,2,Technical Degree,3,Male,3,1,Sales Representative,4,Married,4169,23399,0,No,11,3,4,1,4,0,3,0,0,0,0
1126,38,No,Travel_Rarely,Research & Development,10,4,Other,4,Male,3,3,Manufacturing Director,3,Married,20000,23148,3,No,20,3,2,0,6,2,2,4,1,1,0
1127,23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,4,Manager,2,Married,14740,15748,1,Yes,11,3,4,1,4,3,3,2,2,2,2
1128,26,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Healthcare Representative,3,Divorced,5726,2780,5,No,16,3,3,0,15,5,4,9,0,2,2
1129,35,No,Travel_Rarely,Sales,5,2,Medical,3,Male,3,1,Sales Representative,3,Married,4441,11260,3,No,19,3,2,1,2,6,3,0,0,0,0
1130,18,No,Travel_Rarely,Research & Development,28,3,Marketing,3,Male,1,3,Manufacturing Director,4,Married,20000,10791,0,Yes,15,3,3,0,9,2,3,6,3,3,2
1131,44,Yes,Travel_Rarely,Research & Development,19,1,Medical,4,Female,3,1,Healthcare Representative,4,Married,10387,20248,3,No,13,3,4,0,25,5,3,19,3,0,3
1132,18,Yes,Travel_Rarely,Sales,29,2,Medical,2,Female,3,2,Manager,4,Married,20000,18052,1,No,11,3,4,0,3,0,3,1,1,1,1
1133,36,Yes,Travel_Rarely,Sales,4,3,Marketing,3,Female,1,3,Sales Representative,1,Divorced,3800,18551,2,No,11,2,4,1,13,3,3,4,0,1,0
1134,37,Yes,Travel_Rarely,Sales,1,3,Other,3,Male,3,2,Sales Executive,4,Married,7302,23379,3,No,16,3,4,0,9,3,4,0,0,0,0
1135,41,No,Travel_Rarely,Human Resources,3,3,Life Sciences,4,Male,3,2,Manager,4,Single,19916,19058,5,No,19,3,2,0,7,1,3,6,0,2,6
1136,36,Yes,Travel_Rarely,Sales,10,2,Other,3,Male,2,1,Manager,4,Married,13096,26892,2,Yes,13,3,1,2,14,2,3,5,0,5,0
1137,55,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Healthcare Representative,2,Single,8078,14293,4,No,13,3,3,1,9,1,2,3,0,3,3
1138,38,No,Non-Travel,Research & Development,3,3,Marketing,4,Female,4,1,Laboratory Technician,1,Married,4364,19374,4,No,17,4,3,0,9,4,2,5,3,2,3
1139,46,No,Non-Travel,Research & Development,1,3,Medical,3,Female,4,4,Research Scientist,1,Divorced,7590,4527,2,No,12,3,4,0,15,2,3,15,10,1,0
1140,30,No,Travel_Rarely,Human Resources,5,4,Medical,3,Male,3,1,Human Resources,4,Married,4508,6046,2,Yes,15,3,4,0,10,3,2,1,1,0,0
1141,38,No,Travel_Frequently,Human Resources,2,3,Marketing,3,Female,3,3,Manager,4,Divorced,18588,9546,3,Yes,15,3,4,1,7,1,3,0,0,0,0
1142,50,Yes,Non-Travel,Sales,1,3,Life Sciences,4,Male,2,3,Sales Executive,4,Single,6324,4263,0,Yes,13,3,2,1,15,1,3,13,0,1,2
1143,34,Yes,Travel_Rarely,Research & Development,4,5,Life Sciences,1,Male,1,2,Research Scientist,3,Divorced,5214,16180,5,No,14,3,3,0,12,6,3,6,3,1,1
1144,38,No,Travel_Rarely,Sales,3,4,Medical,3,Male,3,3,Manager,3,Married,15560,19942,4,Yes,20,3,3,2,20,3,3,15,2,7,0
1145,45,No,Travel_Rarely,Sales,6,5,Medical,4,Male,4,3,Sales Representative,4,Single,3169,2916,1,No,16,3,2,0,15,5,3,6,2,1,4
1146,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,3,Female,4,2,Sales Executive,4,Married,9970,13620,8,No,18,3,3,0,16,2,2,11,0,1,3
1147,18,Yes,Travel_Rarely,Research & Development,1,3,Human Resources,3,Male,3,2,Manager,4,Divorced,14282,4233,1,Yes,12,3,3,3,10,1,3,3,3,1,3
1148,39,No,Travel_Rarely,Research & Development,14,2,Life Sciences,3,Female,3,4,Research Scientist,4,Single,5477,12669,5,No,18,3,3,0,12,2,4,9,2,5,0
1149,45,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Male,2,5,Sales Representative,3,Married,5217,23159,1,Yes,16,3,3,2,20,2,3,17,5,3,8
1150,24,No,Non-Travel,Sales,5,5,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,7628,17364,4,No,11,3,1,1,7,1,1,5,2,2,1
1151,43,Yes,Travel_Rarely,Human Resources,7,3,Medical,3,Male,3,1,Human Resources,4,Single,3392,10599,2,No,16,3,3,0,1,3,1,1,0,1,1
1152,43,No,Travel_Rarely,Sales,28,4,Life Sciences,4,Male,3,2,Manager,3,Married,20000,4743,3,No,13,3,3,1,11,2,3,2,2,2,2
1153,18,No,Travel_Rarely,Sales,7,3,Medical,2,Male,3,2,Manager,2,Married,20000,12175,1,Yes,11,3,1,1,3,1,2,1,0,0,1
1154,28,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,12557,23567,1,No,15,3,3,2,1,2,3,1,1,1,1
1155,33,No,Non-Travel,Human Resources,6,4,Life Sciences,4,Male,3,3,Manager,1,Married,16025,22357,0,No,16,3,2,0,7,3,3,2,2,2,2
1156,35,No,Travel_Rarely,Sales,4,4,Marketing,1,Female,3,2,Sales Executive,4,Single,9202,9147,5,No,15,3,3,0,12,3,2,5,0,1,1
1157,30,No,Travel_Rarely,Research & Development,5,5,Medical,4,Female,3,3,Manager,1,Married,20000,3583,1,Yes,14,3,2,0,8,2,3,6,6,2,6
1158,29,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,1,Manager,2,Single,20000,3758,3,No,14,2,3,1,6,2,2,3,2,3,3
1159,52,Yes,Non-Travel,Sales,6,3,Life Sciences,4,Male,3,3,Sales Executive,2,Single,5194,17854,4,Yes,22,3,4,0,10,1,4,6,0,0,6
